1316.6292134831	1047.10955056175	19.8632812492	-34.9579953096	21.60
1528.1039325842	864.83426966287	49.306640623	-12.0393205571	32.95
1487.4016853942	648.93539325853	43.9453124982	12.4687601443	24.35
1563.4971910122	536.56179775291	56.6894531227	26.1948766748	20.28
1415.7303370796	520.63483146077	34.2773437486	27.6056708255	12.28
2167.3946629214	1200.18539325818	166.8164062434	-46.255846817	60.69
2283.75	1105.06601123571	172.8808593681	-34.4937630208	28.30
2172.2612359555	860.85252808973	142.4267578067	-10.6669453731	96.32
1930.7022471917	1062.15168539316	115.0488281203	-34.1307857768	28.51
1153.3778089907	455.5997191023	-5.3613281249	35.8482125859	16.25
1168.8623595525	348.977528091	-4.5703124999	48.4249213111	21.04
1256.7829822403	276.0555141516	10.4871652098	57.5088060832	25.34
1518.6930946006	140.2338849386	69.4617745824	72.7862226354	108.19
2002.3634450457	441.9668557291	126.8104073926	34.260039568	35.98
2037.756703473	338.8839905611	141.1805245794	45.3584056081	49.46
833.05866976504	1227.6971928083	-64.0440847874	-54.833532819	46.97
717.14574841673	595.27822250197	-68.2628347873	18.2909213212	47.48
690.6008045965	649.25294160309	-70.8116629122	12.1886450819	57.74
937.46878212459	801.44395283905	-35.2159597886	-5.4639737796	31.22
710.95192819201	926.2051887941	-70.0206472872	-18.5848023484	42.55
595.48142257391	564.30912137817	-86.6319754115	21.4316086214	54.50
446.38732145032	543.95799778267	-109.7615176387	22.6535719465	58.83
737.93928774245	309.3314599848	-79.7965444658	50.8920855889	46.00
448.599400102	195.1882015579	-154.0135970498	56.598331532	221.64
502.12578141531	373.1769066418	-112.8002040758	41.6865177735	14.92
136.91159602235	557.00064259577	-153.4935634492	18.9235199968	96.18
